id,book_id,isbn,authors,original_publication_year,title
6924,60211,671540661,Gene Wolfe,1980,The Shadow of the Torturer (The Book of the New Sun #1)
6925,13069935,316194689,A.S. King,2012,Ask the Passengers
6926,20499240,575132507,Ben Aaronovitch,2014,"Foxglove Summer (Peter Grant, #5)"
6927,261689,99465639,Georgette Heyer,1950,The Grand Sophy
6928,299215,226320618,Friedrich A. Hayek,1944,The Road to Serfdom
6929,18800655,,Marko Kloos,2013,Terms of Enlistment (Frontlines #1)
6930,18076876,,Joanna Wylde,2014,"Reaper's Legacy (Reapers MC, #2)"
6931,41502,385337493,Diana Gabaldon,2007,"Lord John and the Brotherhood of the Blade  (Lord John Grey, #2)"
6932,12468,375700811,Norman Mailer,1979,The Executioner's Song
6933,15755201,399161481,Robert Crais,2013,"Suspect (Scott James & Maggie, #1)"
6934,11359,1400033446,Toni Morrison,1981,Tar Baby
6935,837501,140320970,William Pène du Bois,1947,The Twenty-One Balloons
6936,13093001,399157689,John Sandford,2012,"Stolen Prey (Lucas Davenport, #22)"
6937,840,465067107,Donald A. Norman,1988,The Design of Everyday Things
6938,227658,439632501,Margaret Peterson Haddix,1995,Running Out of Time
6939,392431,7236344,Cathy Glass,2007,Damaged: The Heartbreaking True Story of a Forgotten Child
6940,24937499,,Robert Dugoni,2015,"Her Final Breath (Tracy Crosswhite, #2)"
6941,129616,671737635,Judith McNaught,1988,"Something Wonderful (Sequels, #2)"
6942,2003767,399154914,Nora Roberts,2008,Tribute
6943,46012,739420232,Debbie Macomber,2001,"16 Lighthouse Road (Cedar Cove, #1)"
6944,86172,553381334,Tom Wolfe,1998,A Man in Full
6945,42631,1578562589,Joanna Weaver,2000,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life
6946,7636774,61706558,Laura Lippman,2010,I'd Know You Anywhere
6947,18166936,763665665,Leslye Walton,2014,The Strange and Beautiful Sorrows of Ava Lavender
6948,17349163,62200461,Joanna Trollope,2013,"Sense & Sensibility (The Austen Project, #1)"
6949,12171769,1433672960,Jen Hatmaker,2011,7: An Experimental Mutiny Against Excess
6950,7307503,575095776,Nalini Singh,2011,"Archangel's Consort (Guild Hunter, #3)"
6951,264778,380842939,Anna Lee Waldo,1978,Sacajawea (Lewis & Clark Expedition)
6952,1722717,1599901196,Gemma Malley,2007,"The Declaration (The Declaration, #1)"
6953,18687079,1616552956,"Gene Luen Yang, Michael Dante DiMartino, Bryan Konietzko, Gurihiru",2014,"Avatar: The Last Airbender (The Rift, #1)"
6954,12374,99447126,Richard Ford,1995,Independence Day
6955,2336803,141654383X,Brad Thor,2008,"The Last Patriot (Scot Harvath, #7)"
6956,214856,1416928065,Obert Skye,2005,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)"
6957,18228202,1414368186,Francine Rivers,2014,Bridge to Haven
6958,16071736,030795871X,J. Courtney Sullivan,2013,The Engagements
6959,13168,590664875,Beverly Cleary,1970,"Runaway Ralph (Ralph S. Mouse, #2)"
6960,13640229,,Kristen Ashley,2012,"Creed (Unfinished Hero, #2)"
6961,2142,849945119,Ted Dekker,2002,Blink
6962,27213121,006232022X,Daniel Silva,2016,"The Black Widow (Gabriel Allon, #16)"
6963,434764,1570089264,Stephen E. Robinson,1992,Believing Christ: The Parable of the Bicycle and Other Good News
6964,10586539,,Amanda Hocking,2012,Wake (Watersong #1)
6965,25316313,,Loreth Anne White,2015,A Dark Lure
6966,17994,385495323,Simon Singh,1999,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography
6967,67513,451460936,Karen Chance,2006,"Touch the Dark (Cassandra Palmer, #1)"
6968,11286,446359203,Dan Simmons,1989,Carrion Comfort
6969,9858714,,Lori Brighton,2010,"The Mind Readers (Mind Readers, #1)"
6970,815150,044024417X,Karen Marie Moning,2000,"The Highlander's Touch (Highlander, #3)"
6971,13331199,030759565X,Deb Perelman,2012,The Smitten Kitchen Cookbook
6972,353342,786816589,Avi,2002,"The Cross of Lead (Crispin, #1)"
6973,76667,345322215,Piers Anthony,1986,"Wielding a Red Sword (Incarnations of Immortality, #4)"
6974,18461986,,Kylie Scott,2015,"Deep (Stage Dive, #4)"
6975,79006,312933533,Jeffrey Archer,1993,Honor Among Thieves
6976,7657484,1401224687,"J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",2010,"Superman: Earth One, Volume 1"
6977,11106458,1442440430,Cassandra Clare,2011,The Mortal Instruments (The Mortal Instruments #1-4)
6978,609035,800786645,"John Foxe, W. Grinton Berry",1563,Foxe's Book of Martyrs
6979,60223,60009241,Rachel Gibson,2003,"See Jane Score (Chinooks Hockey Team, #2)"
6980,17174,312421850,Michael Dorris,1987,A Yellow Raft in Blue Water
6981,6294549,756405718,Seanan McGuire,2009,"Rosemary and Rue (October Daye, #1)"
6982,64401,441013465,Robert Lynn Asprin,1978,"Another Fine Myth (Myth Adventures, #1)"
6983,9279734,,Elizabeth Reyes,2010,"Forever Mine (The Moreno Brothers, #1)"
6984,6617185,1568584253,"Simon Kuper, Stefan Szymanski",2009,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport"
6985,4499214,340893613,Catherine Fisher,2000,"Sapphique (Incarceron, #2)"
6986,127451,553567152,Lurlene McDaniel,1995,"Don't Die, My Love"
6987,40482,067155302X,Tess Gerritsen,1996,Harvest
6988,1587362,764524836,Mark Bittman,2007,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food
6989,20801166,1250061776,Sandy   Hall,2014,A Little Something Different
6990,17349222,62236679,Ann Patchett,2011,This is the Story of a Happy Marriage
6991,7278837,1615579184,Jeff Kinney,2009,Diary of a Wimpy Kid: #1-4
6992,7853137,307588920,John Verdon,2010,"Think of a Number (Dave Gurney, #1)"
6993,22151696,1449461077,Lang Leav,2014,Lullabies
6994,114203,515137111,Nora Roberts,2003,Birthright
6995,434535,1590382234,James L. Ferrell,2004,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes
6996,64895,99268701,Mark Kurlansky,1988,Cod: A Biography of the Fish that Changed the World
6997,8167094,307265633,Brian Greene,2011,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos
6998,38723,393322572,"Betty Friedan, Anna Quindlen",1963,The Feminine Mystique
6999,48862,99478471,"Graham Greene, J.M. Coetzee",1938,Brighton Rock
7000,12415695,,عبدالله المغلوث,2011,كخه يا بابا
7001,6452760,670021156,"Greg Mortenson, Khaled Hosseini",2009,"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan"
7002,3009435,307264238,Toni Morrison,2008,A Mercy
7003,825,553573861,Neal Stephenson,1988,Zodiac
7004,23675858,,A.G. Riddle,2014,Departure
7005,9799572,1453720693,Kristen Ashley,2010,"Rock Chick Redemption (Rock Chick, #3)"
7006,16335,1579126952,Agatha Christie,1928,"The Mystery of the Blue Train (Hercule Poirot, #6)"
7007,10808006,316097403,"James Patterson, Maxine Paetro",2011,"Private #1 Suspect (Private, #2)"
7008,14295,747553866,George Saunders,2000,Pastoralia
7009,13523061,446575062,Meg Jay,2012,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now
7010,1085771,1582408289,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,"The Walking Dead, Vol. 07: The Calm Before"
7011,291364,1844285073,H.A. Rey,1952,Curious George Rides a Bike
7012,175319,671655973,Robert A. Heinlein,1958,Methuselah's Children
7013,12663646,62124366,Lauren Oliver,2011,"Hana (Delirium, #1.5)"
7014,102955,1563896176,"Garth Ennis, Steve Dillon, John McCrea",2000,"Preacher, Volume 8: All Hell's a-Coming"
7015,6356190,1880418738,"Stephen King, Michael Whelan",2008,"The Little Sisters of Eluria (The Dark Tower, #0.5)"
7016,773480,067988632X,"Stan Berenstain, Jan Berenstain",1968,"Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)"
7017,6574542,399156135,Robert Crais,2010,"The First Rule (Elvis Cole, #13; Joe Pike, #2)"
7018,483445,042519891X,David Colbert,2001,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts"
7019,825377,763619612,Peter H. Reynolds,2003,The Dot
7020,6407514,1599901676,Shannon Hale,2009,"Forest Born (The Books of Bayern, #4)"
7021,34605,425188930,Clive Barker,1985,The Damnation Game
7022,78728,60002107,"Milan Kundera, Linda Asher",2000,Ignorance
7023,381489,1416918736,Kate Brian,2006,"Private (Private, #1)"
7024,2678349,,محمد عبد الرحمن العريفي,2006,استمتع بحياتك
7025,26506,385340222,Danielle Steel,2007,Sisters
7026,337116,055329461X,"William Gibson, Bruce Sterling",1990,The Difference Engine 
7027,102954,1563895196,"Garth Ennis, Steve Dillon",1999,"Preacher, Volume 7: Salvation"
7028,13425570,62102427,"Clayton M. Christensen, James Allworth, Karen Dillon",2012,How Will You Measure Your Life?
7029,11233988,763655988,Jon Klassen,2011,I Want My Hat Back
7030,239109,786932287,R.A. Salvatore,2003,"The Lone Drow (Forgotten Realms: Hunter's Blades, #2; Legend of Drizzt, #15)"
7031,2983489,670031607,Denis Leary,2008,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid"
7032,61672,2266127748,Françoise Sagan,1954,Bonjour tristesse
7033,25671861,1466867507,Jeffrey Archer,2016,"Cometh the Hour (The Clifton Chronicles, #6)"
7034,11469379,1402792808,Corban Addison,2011,A Walk Across the Sun
7035,1126719,575099127,Alastair Reynolds,2008,House of Suns
7036,18813530,,Bella Forrest,2013,"A Shadow of Light (A Shade of Vampire, #4)"
7037,391724,1594561753,Edgar Allan Poe,1843,The Black Cat
7038,102327,886773687,John Steakley,1984,Armor
7039,19312,1930900244,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",1973,The Brothers Lionheart
7040,15793165,1250010071,Lisa Scottoline,2013,Don't Go
7041,268598,749934182,"J.D. Robb, Susan Ericksen",1999,"Loyalty in Death (In Death, #9)"
7042,262229,739429337,Sue Grafton,2002,"Q is for Quarry (Kinsey Millhone, #17)"
7043,17524166,,"Alaa Al Aswany, علاء الأسواني",2013,نادي السيارات
7044,1373381,340830107,Jojo Moyes,2005,The Ship of Brides
7045,462684,440867576,"Jacqueline Wilson, Nick Sharratt",1991,The Story of Tracy Beaker
7046,543103,042520040X,Evan Wright,2004,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War"
7047,32453,747236380,"Leigh Nichols, Dean Koontz",1984,The Servants of Twilight
7048,2033217,399155015,Daniel Silva,2008,"Moscow Rules (Gabriel Allon, #8)"
7049,25733983,1101874937,Hope Jahren,2016,Lab Girl
7050,2157243,61240885,Derek Landy,2008,"Playing with Fire (Skulduggery Pleasant, #2)"
7051,18138755,,Laurelin Paige,2014,"Forever with You (Fixed, #3)"
7052,130916,60598328,Patricia Gaffney,1999,The Saving Graces
7053,272607,440222680,Harlan Coben,1996,Fade Away (Myron Bolitar #3)
7054,8948,316156299,Darren Shan,2002,"Sons of Destiny (Cirque Du Freak, #12)"
7055,84927,60935499,Peter Shaffer,1979,Amadeus
7056,62485,078691811X,R.A. Salvatore,2000,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)"
7057,12753231,312569033,Emmy Laybourne,2012,"Monument 14 (Monument 14, #1)"
7058,251964,60727217,Jude Deveraux,1980,"The Black Lyon (Montgomery/Taggert, #1)"
7059,12542,1594489424,Anne Lamott,2007,Grace (Eventually): Thoughts on Faith
7060,335459,307354164,Martha Stewart,2007,Everyday Food: Great Food Fast
7061,17831617,,Christina Lauren,2013,"Beautiful Bombshell (Beautiful Bastard, #2.5)"
7062,12743472,1408319462,Teri Terry,2012,"Slated (Slated, #1)"
7063,1398034,9799731232,Pramoedya Ananta Toer,1975,Bumi Manusia
7064,108385,843958448,Christine Feehan,2000,"Dark Gold (Dark, #3)"
7065,5957702,743294394,Kathy Reichs,2009,"206 Bones (Temperance Brennan, #12)"
7066,6076387,375409289,Lorrie Moore,2009,A Gate at the Stairs
7067,8593026,,Rebecca Forster,2004,"Hostile Witness (Witness Series, #1)"
7068,929782,140187723,"Jack London, Andrew Sinclair",1909,Martin Eden
7069,68455,8370541240,Andrzej Sapkowski,1997,"Wieża Jaskółki (Saga o Wiedźminie, #6)"
7070,1632833,385339526,Conn Iggulden,2008,"Genghis: Lords of the Bow (Conqueror, #2)"
7071,27810589,,Kevin Wignall,2016,A Death in Sweden
7072,13227319,1401235638,"Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",2012,"Wonder Woman, Volume 1: Blood"
7073,20348781,,Brittainy C. Cherry,2014,Loving Mr. Daniels
7074,13020,1904271359,"William Shakespeare, David Scott Kastan",1597,"King Henry IV, Part 1 (Wars of the Roses, #2)"
7075,159061,316236535,Ed Emberley,1992,"Go Away, Big Green Monster!"
7076,6606855,1427817413,"Jinsei Kataoka, Kazuma Kondou",2007,"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)"
7077,15096257,1612184650,Linda Lafferty,2012,The Bloodletter's Daughter: A Novel of Old Bohemia
7078,243308,822210789,Robert Harling,1988,Steel Magnolias (DPS Acting Edition)
7079,11666,449911942,John Updike,1990,Rabbit at Rest (Rabbit Angstrom #4)
7080,32426,553582909,"David Axton, Dean Koontz",1976,Icebound
7081,519933,688163653,Diana Wynne Jones,1988,"The Lives of Christopher Chant (Chrestomanci, #2)"
7082,382450,553383051,George R.R. Martin,1982,Fevre Dream
7083,819667,803725507,"Caralyn Buehner, Mark Buehner",2002,Snowmen at Night
7084,25802884,,Alessandra Torre,2015,"Hollywood Dirt (Hollywood Dirt, #1)"
7085,15769463,1478314605,Tara Sivec,2012,"Futures and Frosting (Chocolate Lovers, #2)"
7086,99955,451528891,"Thomas Paine, Sidney Hook, Jack Fruchtman Jr.",1776,"Common Sense, The Rights of Man and Other Essential Writings"
7087,18054175,006228553X,Matthew Quick,2014,The Good Luck of Right Now
7088,1605034,375424482,Alexander McCall Smith,2008,"The Miracle at Speedy Motors (No.1 Ladies' Detective Agency, #9)"
7089,3759,142002046,Ian Fleming,1959,"Goldfinger (James Bond, #7)"
7090,371456,3746611091,Émile Zola,1880,"Nana (Les Rougon-Macquart, #9)"
7091,12988089,1442454148,Richard Paul Evans,2012,"Rise of the Elgen (Michael Vey, #2)"
7092,103035,743417321,Clive Barker,1988,Cabal
7093,347143,307356361,Tom Perrotta,2007,The Abstinence Teacher
7094,30314465,,David Baldacci,2016,"No Man's Land (John Puller, #4)"
7095,144127,812541626,David Farland,1998,The Runelords (Runelords #1)
7096,17329041,241963745,Suzanne Rindell,2013,The Other Typist
7097,22428828,,"Cassandra Clare, Sarah Rees Brennan",2015,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)"
7098,35125,2290011150,Alan Dean Foster,1979,Alien
7099,8805443,399157077,Robert Crais,2011,"The Sentry (Elvis Cole, #14; Joe Pike, #3)"
7100,13111733,1456527738,J.M. Darhower,2014,"Sempre (Sempre, #1)"
7101,17333171,042527067X,Ilona Andrews,2015,"Magic Shifts (Kate Daniels, #8)"
7102,961833,553573764,Susanna Kearsley,1994,Mariana
7103,6678,141311428,"Roald Dahl, Quentin Blake",1986,Going Solo
7104,517344,786838825,"Sara Pennypacker, Marla Frazee",2006,"Clementine (Clementine, #1)"
7105,8752885,1841498874,Daniel Abraham,2011,"The Dragon's Path (The Dagger and the Coin, #1)"
7106,402128,151686564,"T.S. Eliot, Edward Gorey",1939,Old Possum's Book of Practical Cats
7107,25106926,1471132978,Philippa Gregory,2015,"The Taming of the Queen (The Plantagenet and Tudor Novels, #11)"
7108,18815695,,Cassie Dandridge Selleck,2012,The Pecan Man
7109,39792,1565849930,"Henning Mankell, Laurie Thompson",1994,"The Man Who Smiled (Kurt Wallander, #4)"
7110,16012,1931514607,Ai Yazawa,2000,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)"
7111,4485966,1591842247,Geoff Colvin,2008,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else
7112,3122173,312947062,Sherrilyn Kenyon,2008,One Silent Night (Dark-Hunter #15)
7113,61906,743468406,Lois McMaster Bujold,1986,"The Warrior's Apprentice (Vorkosigan Saga, #2)"
7114,2501453,,"أحلام مستغانمي, Ahlam Mosteghanemi",2003,عابر سرير
7115,62103,805017224,"George C. Perry, Clive Barda, Jane Rice, Andrew Lloyd Webber",1987,The Complete Phantom of the Opera
7116,295834,810993236,"Michael Buckley, Peter Ferguson",2005,"The Unusual Suspects (The Sisters Grimm, #2)"
7117,174845,60608528,Dietrich Bonhoeffer,1939,Life Together: The Classic Exploration of Christian Community
7118,228992,345418484,Stephen R. Donaldson,1983,"White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)"
7119,203288,345334310,Anne McCaffrey,1969,"The Ship Who Sang (Brainship, #1)"
7120,23168817,076537708X,"Liu Cixin, Joel Martinsen",2008,"The Dark Forest (Remembrance of Earth’s Past, #2)"
7121,11806716,1841499005,Mira Grant,2012,"Blackout (Newsflesh Trilogy, #3)"
7122,9489502,1455500135,"Douglas Preston, Lincoln Child",2011,"Cold Vengeance (Pendergast, #11)"
7123,32443,425153975,"Leigh Nichols, Dean Koontz",1981,The Eyes of Darkness
7124,47957,451456726,Anne Bishop,1999,"Heir to the Shadows (The Black Jewels, #2)"
7125,18134894,1492103748,Pepper Winters,2013,"Tears of Tess (Monsters in the Dark, #1)"
7126,84844,752815393,Tami Hoag,1996,"Guilty as Sin  (Deer Lake, #2)"
7127,153007,044661002X,Jacqueline Carey,2006,"Kushiel's Scion (Imriel's Trilogy, #1)"
7128,89185,441010644,Alastair Reynolds,2001,Chasm City
7129,6791212,230744273,Martin Sixsmith,2009,"The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search"
7130,438024,545010306,Jim Benton,2004,Let's Pretend This Never Happened (Dear Dumb Diary #1)
7131,1432370,786868910,Liz Murray,2010,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard"
7132,8315872,399157034,"J.D. Robb, Nora Roberts",2011,"Treachery in Death (In Death, #32)"
7133,17797253,345516532,Nancy Horan,2014,Under the Wide and Starry Sky
7134,13070346,,Quinn Loftis,2011,"Blood Rites (The Grey Wolves, #2)"
7135,11908,143039571,"Saul Bellow, Christopher Hitchens",1953,The Adventures of Augie March
7136,18221931,,Tijan,2013,"Carter Reed (Carter Reed, #1)"
7137,47345,743225082,Tony Parsons,1999,"Man and Boy (Harry Silver, #1)"
7138,10115,330353829,Margaret George,1997,The Memoirs of Cleopatra
7139,10503124,345505514,Steve Berry,2011,"The Jefferson Key (Cotton Malone, #7)"
7140,18339630,345808002,Miriam Toews,2014,All My Puny Sorrows
7141,18339743,804138567,Miranda Beverly-Whittemore,2014,Bittersweet
7142,513367,553341030,John Gribbin,1984,In Search of Schrödinger's Cat: Quantum Physics and Reality
7143,62571,765357054,F. Paul Wilson,1981,"The Keep (Adversary Cycle, #1)"
7144,9798177,316101877,"James Patterson, Chris Tebbetts, Laura Park",2011,"Middle School: The Worst Years of My Life (Midde School, #1)"
7145,60929,446603775,Octavia E. Butler,1987,"Dawn (Xenogenesis, #1)"
7146,164323,553383663,David A. Vise,2006,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time"
7147,3344411,1933633638,"Hans Fallada, Michael Hofmann, Geoff Wilkes",1947,Every Man Dies Alone
7148,24934065,698410424,Alwyn Hamilton,2016,"Rebel of the Sands (Rebel of the Sands, #1)"
7149,21618,441005667,Joe Haldeman,1997,"Forever Peace (The Forever War, #2)"
7150,762064,425178579,"J.D. Robb, Nora Roberts",2001,"Betrayal in Death (In Death, #12)"
7151,123632,440351839,"C.G. Jung, Joseph L. Henderson, Aniela Jaffé, Jolande Jacobi, John Freeman, Marie-Louise von Franz",1964,Man and His Symbols
7152,625554,159038363X,Gerald N. Lund,1994,"Pillar of Light (The Work and the Glory, #1)"
7153,7955881,545208858,Kazu Kibuishi,2010,"The Cloud Searchers (Amulet, #3)"
7154,27276262,1501126229,Steven  Rowley,2016,Lily and the Octopus
7155,3447,061870986X,Tim O'Brien,1994,In the Lake of the Woods
7156,6264710,312949820,"Lisa Kleypas, Rosalyn Landor",2009,"Tempt Me at Twilight (The Hathaways, #3)"
7157,12677913,1402798431,Colleen Houck,2012,"Tiger's Destiny (The Tiger Saga, #4)"
7158,372385,440222702,Harlan Coben,1997,Back Spin (Myron Bolitar #4)
7159,73100,380808080,Susan Elizabeth Phillips,2000,"This Heart of Mine (Chicago Stars, #5)"
7160,13605727,1937053415,Jennifer L. Armentrout,2012,"Elixir (Covenant, #3.5)"
7161,17452179,571297889,Louise Doughty,2013,Apple Tree Yard
7162,136642,2841873900,"Douglas Preston, Lincoln Child",2000,The Ice Limit (Ice Limit #1)
7163,17977710,,Emma Chase,2014,"Twisted (Tangled, #2)"
7164,8356487,316127191,Gail Carriger,2011,"Heartless (Parasol Protectorate, #4)"
7165,389827,764200119,Janette Oke,1983,"When Calls the Heart (Canadian West, #1)"
7166,18090061,62224859,Stephanie Evanovich,2013,Big Girl Panties
7167,133241,671870114,Julie Garwood,1993,Saving Grace
7168,7198269,312605382,Lisa Kleypas,2010,"Married By Morning (The Hathaways, #4)"
7169,30593,1400041988,"Vladimir Nabokov, David Lodge",1953,Pnin
7170,76661,345322231,Piers Anthony,1987,"Being a Green Mother (Incarnations of Immortality, #5)"
7171,3334563,1905294964,Cornelia Funke,1990,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)"
7172,537094,1419176528,Nikolai Gogol,1842,The Overcoat
7173,102030,4770019572,"Eiji Yoshikawa, Charles Terry, Edwin O. Reischauer",1935,Musashi
7174,6696465,545052424,Wendy Mass,2010,"Finally (Willow Falls, #2)"
7175,6398972,385532458,John Grisham,2008,Ford County
7176,93157,140436030,Matthew      Lewis,1796,The Monk
7177,23281640,399168796,John Sandford,2015,"Gathering Prey (Lucas Davenport, #25)"
7178,17232261,345522028,Jamie Ford,2013,Songs of Willow Frost
7179,280366,312340702,"Arnaldur Indriðason, Bernard Scudder",2000,"Jar City (Inspector Erlendur, #3)"
7180,28568,743437810,Jeffery Deaver,2003,"The Vanished Man (Lincoln Rhyme, #5)"
7181,12926804,399256156,Lynda Mullaly Hunt,2012,One for the Murphys
7182,324737,310211883,"Jim Cymbala, Dean Merrill",1997,"Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People"
7183,12291438,62128027,Megan Shepherd,2013,"The Madman’s Daughter (The Madman’s Daughter, #1)"
7184,16131072,316211222,"James Patterson, Howard Roughan",2013,"Second Honeymoon (Honeymoon, #2)"
7185,23355069,,Samantha Young,2015,"Hero (Hero, #1)"
7186,55352,786891122,George Carlin,1997,Brain Droppings
7187,8696,345371984,"Douglas Adams, Mark Carwardine",1990,Last Chance to See
7188,1653655,439903440,Gordon Korman,2008,"Swindle (Swindle, #1)"
7189,15786110,1596436239,Lucy Knisley,2013,Relish: My Life in the Kitchen
7190,15832932,803739095,Huntley Fitzpatrick,2014,What I Thought Was True
7191,9528186,613321368X,Lambert M. Surhone,,Pretty Little Liars (TV Series)
7192,10429037,62081861,Sara Shepard,2011,"Ruthless (Pretty Little Liars, #10)"
7193,18667976,399162178,Beatriz Williams,2014,The Secret Life of Violet Grant
7194,37338,425213617,Shayla Black,2007,"Wicked Ties (Wicked Lovers, #1)"
7195,47878,043984665X,Jenny Nimmo,2007,"Charlie Bone and the Beast (The Children of the Red King, #6)"
7196,27406436,,Vi Keeland,2016,The Baller: A Down and Dirty Football Novel
7197,22055280,765336413,Brian Staveley,2015,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)"
7198,51985,300115466,"Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber",1946,Existentialism Is a Humanism
7199,15451058,679456201,Gloria Steinem,2015,My Life on the Road
7200,7696135,159184312X,Scott Belsky,2010,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality
7201,6609864,61767603,Lauren Conrad,2010,"Sweet Little Lies (L.A. Candy, #2)"
7202,17830559,,Katy Evans,2013,"Remy (Real, #3)"
7203,11227043,,Kristen Ashley,2011,"Rock Chick Revenge (Rock Chick, #5)"
7204,342994,439643635,"Hans Christian Andersen, Rachel Isadora",1845,The Little Match Girl
7205,95643,156031566,Rory Stewart,2004,The Places in Between
7206,24611454,425280101,Nora Roberts,2015,"Stars of Fortune (The Guardians Trilogy, #1)"
7207,13425393,62123742,Justin Halpern,2012,I Suck at Girls
7208,16342,425205967,Agatha Christie,1959,"Cat Among the Pigeons (Hercule Poirot, #32)"
7209,15786792,385535309,Edward Rutherfurd,2013,Paris
7210,77995,486270645,Guy de Maupassant,1884,The Necklace and Other Short Stories
7211,84786,446694258,Michael Connelly,1999,Void Moon
7212,34057,543895882,Rudyard Kipling,1897,Captains Courageous
7213,168571,,John Sandford,1990,"Shadow Prey (Lucas Davenport, #2)"
7214,31333,8466302204,Anne Rice,1997,Violin
7215,25527908,1250076420,Sharon Guskin,2016,The Forgetting Time
7216,809849,141694737X,Rod Campbell,,Dear Zoo: A Lift-the-Flap Book
7217,13618,1421501708,"Tsugumi Ohba, Takeshi Obata",2004,"Death Note, Vol. 3: Hard Run (Death Note, #3)"
7218,11309018,399256180,John Flanagan,2011,"The Lost Stories (Ranger's Apprentice, #11)"
7219,15738951,,Lee Child,2012,"Deep Down (Jack Reacher, #16.5)"
7220,10947600,1921794097,Hannah Harrington,2011,Saving June
7221,23398806,451475496,M.J. Arlidge,2014,"Eeny Meeny (Helen Grace, #1)"
7222,15513156,1250003334,Anna Banks,2013,"Of Triton (The Syrena Legacy, #2)"
7223,7830126,553807722,Dean Koontz,2010,What the Night Knows
7224,16174197,,Kitty French,2012,"Knight & Play (Knight, #1)"
7225,18405221,,Anthony  Ryan,2015,"Queen of Fire (Raven's Shadow, #3)"
7226,404223,345418468,Stephen R. Donaldson,1979,"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)"
7227,249042,679736395,William Styron,1990,Darkness Visible: A Memoir of Madness
7228,13057939,1451657706,Vaddey Ratner,2012,In the Shadow of the Banyan
7229,9858488,374379939,Jack Gantos,2011,Dead End in Norvelt
7230,6611038,1439147973,Jennifer Estep,2010,"Spider's Bite (Elemental Assassin, #1)"
7231,123845,486277909,Ralph Waldo Emerson,1844,Self-Reliance and Other Essays
7232,70241,312420331,J.G. Ballard,1973,Crash
7233,769016,380811960,"Adele Faber, Elaine Mazlish, Kimberly Ann Coe",1979,How to Talk So Kids Will Listen & Listen So Kids Will Talk
7234,294951,879101369,"Joseph Stein, Jerry Bock, Sheldon Harnick",1964,Fiddler on the Roof
7235,17607848,1459245954,Sylvia Day,2013,"Afterburn (Jax & Gia, #1)"
7236,7926,385732953,Sydney Taylor,1951,"All-of-a-Kind Family (All-of-a-Kind Family, #1)"
7237,18114057,525953183,Daniel Suarez,2014,Influx
7238,15560,345396553,Terry Brooks,2000,"Ilse Witch (Voyage of the Jerle Shannara, #1)"
7239,95420,375701044,Katharine Graham,1997,Personal History
7240,27824826,,Jane Harper,2017,"The Dry (Aaron Falk, #1)"
7241,40320,312983271,"Janet Evanovich, Charlotte Hughes",1981,Full House (Full #1)
7242,291,806501901,"Kahlil Gibran, Anthony R. Ferris",1912,The Broken Wings
7243,14889780,446554995,"Douglas Preston, Lincoln Child",2012,"Two Graves (Pendergast, #12)"
7244,13109291,62116851,Robin Hobb,2013,"Blood of Dragons (Rain Wild Chronicles, #4)"
7245,539904,450837319,Cornelius Ryan,1974,A Bridge Too Far
7246,87220,60540745,Jerry Spinelli,2002,Loser
